year,customer_id,phone_no,gender,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum_days_inactive,customer_support_calls,churn
2020,658333,340-8875,1,27,107,1,0,410.25,11.0,46.5,67,9,3.0,2,0.0
2020,658453,342-9480,0,29,83,0,0,341.85,12.1,38.74,100,5,4.0,1,0.0
2020,658778,410-5455,1,57,96,1,0,300.9,11.2,34.1,95,5,4.0,2,0.0
2020,659077,338-6283,0,46,98,0,0,309.75,12.4,35.11,115,5,4.0,5,0.0
2020,659090,395-1693,1,43,63,0,1,228.3,12.3,25.87,103,5,4.0,1,0.0
2020,659418,420-9838,0,51,104,0,0,351.3,9.8,39.81,79,6,3.0,0,1.0
2020,659694,381-4562,1,29,123,0,0,171.6,11.0,19.45,102,3,3.0,0,0.0
2020,660340,338-8050,1,45,88,0,0,98.1,13.8,11.12,113,1,4.0,2,0.0
2020,660935,364-9240,0,44,131,0,1,234.9,13.4,26.62,120,10,4.0,1,0.0
2020,662160,346-8581,1,66,137,0,0,345.3,10.7,39.13,111,7,3.0,4,0.0
2020,662662,334-4678,0,42,20,0,1,257.25,7.1,29.16,125,3,2.0,0,0.0
2020,663391,388-9653,1,54,13,0,0,87.6,11.9,9.93,115,5,4.0,1,0.0
2020,663624,369-6204,1,25,168,0,1,263.85,7.3,29.9,81,5,2.0,2,0.0
2020,663672,376-8573,1,38,92,1,0,196.05,9.4,22.22,98,2,3.0,2,1.0
2020,664641,329-9001,0,29,147,1,0,235.5,7.1,26.69,96,6,2.0,0,0.0
2020,665818,355-7895,0,37,142,0,1,356.1,9.2,40.36,110,3,3.0,3,0.0
2020,666144,365-6205,0,40,70,0,0,263.1,11.6,29.82,96,4,4.0,0,0.0
2020,666573,362-9411,0,52,141,0,0,240.15,7.0,27.22,107,1,2.0,2,0.0
2020,667099,348-5725,0,31,95,0,0,403.5,7.3,45.73,61,4,2.0,2,1.0
2020,667416,334-6142,0,31,13,0,0,219.6,11.3,24.89,96,3,4.0,1,0.0
2020,667709,341-7332,1,36,37,0,0,309.0,8.4,35.02,86,11,3.0,0,0.0
2020,668129,390-6101,1,38,78,0,0,346.5,9.5,39.27,120,3,3.0,1,0.0
2020,669090,367-1062,1,38,105,0,0,210.9,6.8,23.9,83,3,2.0,2,0.0
2020,669647,364-9040,0,32,68,1,0,222.75,14.5,25.25,121,7,4.0,1,1.0
2020,669878,417-2054,0,63,142,0,1,231.0,10.8,26.18,83,5,3.0,1,0.0
2020,670143,356-3403,1,32,77,0,0,284.25,9.2,32.22,91,7,3.0,0,0.0
2020,670575,407-2292,1,33,101,0,0,230.7,11.6,26.15,77,2,4.0,4,0.0
2020,670709,379-5933,1,42,56,0,0,226.35,11.7,25.65,115,5,4.0,3,0.0
2020,671533,409-1244,1,31,112,0,1,170.55,10.0,19.33,118,3,3.0,2,0.0
2020,671575,384-7459,1,41,98,0,0,109.2,10.5,12.38,110,4,3.0,3,0.0
2020,671616,411-5958,1,38,79,0,0,392.55,6.0,44.49,83,3,2.0,3,1.0
2020,671980,338-4472,0,44,83,0,0,202.2,7.7,22.92,123,5,3.0,2,0.0
2020,672085,394-3312,1,50,15,1,0,212.1,8.1,24.04,88,3,3.0,2,0.0
2020,672333,391-7982,1,30,182,0,0,264.15,9.7,29.94,134,4,3.0,1,0.0
2020,672828,397-8772,0,51,167,1,0,367.2,10.7,41.62,110,3,3.0,2,0.0
2020,673382,368-1288,0,48,98,0,0,247.5,12.5,28.05,94,7,4.0,1,1.0
2020,673611,398-1294,0,38,119,0,0,238.65,8.8,27.05,91,3,3.0,5,1.0
2020,674204,346-6941,1,69,77,0,1,224.1,10.1,25.4,84,6,3.0,1,0.0
2020,675304,375-2165,0,59,162,0,0,330.9,10.5,37.5,89,11,3.0,1,0.0
2020,676034,332-1494,0,57,96,0,0,146.4,11.6,16.59,105,9,4.0,1,0.0
2020,676821,417-6683,1,30,43,0,0,265.8,12.7,30.12,144,2,4.0,4,0.0
2020,677238,414-7410,0,46,109,0,0,243.9,11.5,27.64,118,4,4.0,0,0.0
2020,678142,399-4094,1,58,61,0,1,381.6,10.5,43.25,91,4,3.0,0,0.0
2020,678217,349-2157,0,18,64,0,0,218.25,8.9,24.74,91,8,3.0,1,0.0
2020,678981,404-5387,0,37,47,0,1,211.95,7.8,24.02,84,2,3.0,1,0.0
2020,679062,377-8266,1,42,80,0,0,222.9,10.0,25.26,86,2,3.0,2,0.0
2020,679437,337-1225,1,24,66,0,0,51.0,11.5,5.78,120,3,4.0,0,0.0
2020,679528,414-5786,0,42,73,0,1,291.6,11.5,33.05,110,3,4.0,0,0.0
2020,679548,405-3371,0,27,116,0,1,402.9,11.6,45.66,106,3,4.0,2,0.0
2020,680378,398-8578,0,64,134,0,0,265.8,8.9,30.12,113,3,3.0,2,0.0
2020,680534,354-8191,1,39,46,0,0,246.3,8.1,27.91,119,1,3.0,1,0.0
2020,680762,370-9116,1,33,83,0,0,506.1,15.8,57.36,114,7,5.0,0,1.0
2020,680910,337-9569,0,62,79,0,0,331.35,12.2,37.55,74,2,4.0,1,0.0
2020,681326,379-7779,0,47,75,0,0,214.8,11.9,24.34,96,9,4.0,1,0.0
2020,681418,395-1898,1,34,87,0,1,361.2,7.1,40.94,115,3,2.0,2,0.0
2020,681779,364-8774,0,22,95,0,0,251.4,13.4,28.49,113,6,4.0,2,0.0
2020,681808,329-9847,0,34,43,1,0,377.25,9.3,42.76,67,4,3.0,0,0.0
2020,681978,358-7379,1,31,112,0,1,274.8,9.7,31.14,95,3,3.0,0,0.0
2020,682221,371-9457,0,36,127,1,0,265.35,7.7,30.07,138,2,3.0,1,1.0
2020,682601,398-4567,0,36,59,0,0,249.45,10.0,28.27,108,3,3.0,2,0.0
2020,683088,377-9932,1,42,62,0,0,273.45,11.2,30.99,131,1,4.0,2,0.0
2020,683510,366-6730,1,32,145,0,1,386.55,11.1,43.81,86,4,3.0,2,0.0
2020,683661,336-3819,0,35,122,0,0,444.6,11.4,50.39,107,3,4.0,4,1.0
2020,683865,378-8019,1,58,95,0,0,262.8,7.5,29.78,95,2,3.0,1,0.0
2020,684894,396-5189,1,40,100,0,0,305.7,12.5,34.65,83,3,4.0,0,0.0
2020,684897,408-4529,1,34,48,0,1,228.0,15.7,25.84,109,5,5.0,2,1.0
2020,685001,350-9313,1,49,111,0,1,249.3,11.2,28.25,92,2,4.0,3,0.0
2020,686010,343-5219,1,29,107,1,0,199.95,12.9,22.66,123,2,4.0,3,1.0
2020,686813,386-9790,1,50,104,0,1,420.3,13.3,47.63,102,3,4.0,4,0.0
2020,686858,365-3562,0,45,125,0,0,305.1,11.0,34.58,113,4,3.0,1,0.0
2020,687247,381-2460,1,55,85,1,0,295.8,8.3,33.52,133,4,3.0,4,0.0
2020,687293,338-6550,1,37,111,0,0,337.35,10.3,38.23,97,3,3.0,0,0.0
2020,687442,388-6441,1,75,128,0,1,268.95,8.6,30.48,78,7,3.0,0,0.0
2020,688372,368-8026,1,28,72,0,0,177.3,12.2,20.09,106,3,4.0,3,0.0
2020,688681,383-1431,1,33,67,0,0,302.1,7.0,34.24,119,3,2.0,0,0.0
2020,689875,382-7999,0,42,182,0,0,103.65,6.5,11.75,96,4,2.0,0,0.0
2020,690137,372-9816,1,44,103,0,1,167.7,6.9,19.01,81,4,2.0,1,0.0
2020,690668,342-1099,0,34,114,0,0,127.05,14.5,14.4,95,8,4.0,1,0.0
2020,691035,335-2019,1,45,159,0,0,413.7,7.4,46.89,93,5,2.0,2,1.0
2020,691292,358-1129,1,41,146,0,1,231.0,8.2,26.18,107,4,3.0,3,0.0
2020,691528,411-7778,1,51,60,1,1,398.85,14.0,45.2,82,12,4.0,0,1.0
2020,691950,396-1648,0,35,88,0,0,327.3,8.0,37.09,99,1,3.0,1,0.0
2020,692246,333-2337,0,57,100,0,0,282.75,15.2,32.05,88,5,5.0,2,0.0
2020,692646,351-2535,1,35,111,0,0,344.1,10.4,39.0,95,6,3.0,4,0.0
2020,692782,359-6931,1,38,79,0,0,333.45,8.9,37.79,82,4,3.0,3,0.0
2020,692976,350-2565,0,46,111,0,0,165.6,7.7,18.77,105,6,3.0,2,0.0
2020,693251,383-6095,1,52,85,0,0,248.7,10.9,28.19,116,3,3.0,5,1.0
2020,693256,412-9997,1,30,111,0,0,321.45,12.0,36.43,98,2,4.0,1,0.0
2020,693362,358-1921,1,42,137,0,0,365.1,12.2,41.38,104,5,4.0,0,0.0
2020,693846,370-4395,1,40,137,0,0,211.65,8.0,23.99,75,7,3.0,2,0.0
2020,695828,377-9473,1,34,166,0,0,272.1,11.6,30.84,94,6,4.0,1,0.0
2020,695860,390-5470,1,26,70,0,0,89.25,11.1,10.12,86,6,3.0,0,0.0
2020,695870,356-8449,0,36,108,0,1,243.15,9.6,27.56,76,3,3.0,4,1.0
2020,696503,390-4152,0,48,87,0,0,346.95,13.0,39.32,136,6,4.0,1,0.0
2020,696895,408-5183,0,39,93,0,1,207.15,6.8,23.48,115,3,2.0,2,0.0
2020,697976,356-4001,1,29,77,0,0,345.0,11.3,39.1,136,3,4.0,2,0.0
2020,698329,393-4027,0,31,23,0,0,285.3,15.0,32.33,73,4,5.0,6,0.0
2020,698421,380-3437,1,44,86,0,0,192.45,12.2,21.81,152,5,4.0,7,1.0
2020,699288,363-3295,1,50,96,0,0,255.75,12.2,28.99,117,6,4.0,1,0.0
2020,699428,410-6791,1,21,96,0,0,270.9,10.3,30.7,125,4,3.0,1,1.0
2020,699500,369-7017,0,48,77,0,1,203.85,11.5,23.1,74,3,4.0,4,1.0
2020,699741,333-5101,0,22,140,0,0,180.45,7.7,20.45,74,3,3.0,4,1.0
2020,700144,367-8168,1,48,136,1,0,299.4,11.0,33.93,84,4,3.0,3,1.0
2020,700192,386-4581,1,31,99,0,0,218.4,11.4,24.75,86,7,4.0,1,0.0
2020,700440,336-2829,1,39,174,0,0,209.1,10.0,23.7,107,5,3.0,2,0.0
2020,700734,407-6748,0,58,90,0,1,225.15,5.8,25.52,97,4,2.0,1,0.0
2020,701063,350-9994,0,73,6,0,0,275.4,10.2,31.21,79,2,3.0,1,0.0
2020,701515,350-1422,1,41,75,0,1,245.4,13.1,27.81,115,3,4.0,3,0.0
2020,702466,350-8921,0,21,50,0,0,235.65,6.1,26.71,111,2,2.0,1,0.0
2020,702597,381-9234,1,30,161,0,1,360.6,16.1,40.87,112,6,5.0,0,0.0
2020,702879,333-9728,0,49,123,0,1,328.05,15.0,37.18,116,1,5.0,0,0.0
2020,703082,366-9074,1,28,166,0,0,260.85,15.3,29.56,113,5,5.0,0,0.0
2020,703357,406-5584,0,39,93,0,0,147.6,14.2,16.73,114,4,4.0,1,0.0
2020,703487,340-7062,1,42,139,0,0,247.5,12.6,28.05,128,8,4.0,1,0.0
2020,703848,389-7073,1,35,48,0,1,317.55,12.2,35.99,80,1,4.0,1,0.0
2020,704056,393-2220,0,38,95,0,1,370.5,10.5,41.99,90,4,3.0,3,0.0
2020,704462,398-3176,0,36,91,0,0,326.85,10.6,37.04,110,2,3.0,1,0.0
2020,704932,396-4460,1,42,24,0,1,247.35,6.7,28.03,55,9,2.0,1,0.0
2020,705134,355-9360,0,42,243,0,0,143.25,6.6,16.24,118,6,2.0,2,0.0
2020,705911,419-5505,0,46,113,0,0,323.85,4.9,36.7,123,5,2.0,3,0.0
2020,706662,388-4571,0,41,148,0,0,277.8,9.5,31.48,104,13,3.0,1,0.0
2020,707492,362-9748,1,34,77,0,0,377.7,9.8,42.81,109,7,3.0,2,1.0
2020,707629,354-4445,1,42,85,0,0,302.1,12.0,34.24,106,3,4.0,1,0.0
2020,709367,393-7522,0,45,108,0,0,281.1,12.6,31.86,107,8,4.0,1,0.0
2020,709479,408-3977,1,19,1,0,0,217.2,13.8,24.62,79,3,4.0,1,0.0
2020,709886,335-9501,0,34,45,0,0,169.2,9.0,19.18,106,3,3.0,2,0.0
2020,710132,361-4137,1,40,35,0,0,391.2,5.8,44.34,123,2,2.0,1,0.0
2020,710290,386-7281,0,29,127,0,0,220.05,13.7,24.94,110,3,4.0,1,0.0
2020,710413,409-5939,1,41,92,0,0,137.55,9.2,15.59,86,4,3.0,2,0.0
2020,710626,334-8967,1,57,120,0,1,319.05,9.7,36.16,119,13,3.0,2,0.0
2020,711041,360-6309,1,59,73,0,0,141.15,9.8,16.0,77,4,3.0,0,0.0
2020,711328,347-1914,0,37,117,0,0,224.85,13.3,25.48,92,13,4.0,2,0.0
2020,711697,418-9385,1,43,78,0,0,285.45,11.7,32.35,109,5,4.0,2,0.0
2020,711800,402-1556,1,30,159,0,0,131.55,10.5,14.91,93,10,3.0,1,0.0
2020,712303,411-6294,0,33,95,0,0,211.65,5.9,23.99,127,6,2.0,3,0.0
2020,712329,373-6784,0,40,67,0,0,465.6,9.2,52.77,99,10,3.0,4,0.0
2020,712353,360-9038,1,21,33,0,1,280.2,15.0,31.76,103,5,5.0,0,0.0
2020,712415,336-2090,1,31,99,0,0,232.95,12.4,26.4,67,4,4.0,0,0.0
2020,712520,387-2919,1,50,91,1,0,194.85,11.2,22.08,130,3,4.0,3,0.0
2020,712561,409-4462,1,31,73,0,0,205.65,11.1,23.31,120,4,3.0,1,0.0
2020,712758,377-1765,0,35,94,0,0,378.9,11.1,42.94,106,7,3.0,2,0.0
2020,712964,397-8162,0,39,106,0,0,287.1,8.2,32.54,76,3,3.0,1,0.0
2020,713136,344-3160,1,31,133,1,1,331.65,15.4,37.59,108,4,5.0,2,1.0
2020,713538,330-4914,1,54,106,0,0,78.3,11.4,8.87,95,2,4.0,2,0.0
2020,713814,421-7270,1,36,113,0,0,198.15,6.9,22.46,123,6,2.0,3,0.0
2020,713892,395-2854,1,29,57,0,1,265.2,8.3,30.06,116,4,3.0,0,0.0
2020,714105,351-6384,1,35,97,0,0,216.3,13.8,24.51,72,4,4.0,3,0.0
2020,714675,359-6196,1,67,92,1,0,259.65,9.0,29.43,117,5,3.0,1,0.0
2020,714712,344-4970,1,33,68,0,0,235.95,12.0,26.74,129,7,4.0,1,0.0
2020,714789,384-9033,1,28,177,0,0,284.25,14.2,32.22,112,2,4.0,1,0.0
2020,715186,345-9153,0,39,132,0,1,263.55,8.6,29.87,118,3,3.0,2,0.0
2020,715876,334-9806,1,41,80,0,0,309.45,12.4,35.07,82,12,4.0,0,0.0
2020,715939,383-1509,1,42,98,0,0,241.5,12.1,27.37,113,4,4.0,4,0.0
2020,716101,343-2077,1,24,24,0,0,362.85,6.6,41.12,105,5,2.0,1,0.0
2020,716287,385-2488,1,41,106,0,1,248.85,14.1,28.2,86,8,4.0,4,0.0
2020,717161,418-6512,1,62,99,0,0,82.2,7.5,9.32,125,3,3.0,1,0.0
2020,717655,329-7102,0,41,63,0,0,199.35,9.9,22.59,121,2,3.0,3,0.0
2020,718702,331-3202,1,36,33,0,0,320.85,9.8,36.36,71,14,3.0,2,0.0
2020,719028,336-5616,0,67,85,0,0,337.5,7.1,38.25,110,2,2.0,3,0.0
2020,719210,371-7366,1,32,92,0,1,363.3,8.9,41.17,108,1,3.0,1,0.0
2020,719638,374-5965,0,31,10,0,0,274.5,8.7,31.11,73,6,3.0,2,0.0
2020,720222,346-5611,0,34,62,0,0,259.2,9.1,29.38,90,8,3.0,2,0.0
2020,720374,411-8549,1,67,150,0,0,283.95,9.2,32.18,117,5,3.0,4,0.0
2020,720622,414-4162,0,48,88,0,0,242.25,7.9,27.46,95,4,3.0,2,0.0
2020,721498,379-2508,1,30,103,0,0,249.9,7.7,28.32,115,6,3.0,1,0.0
2020,721856,360-3324,0,72,93,1,0,468.0,10.5,53.04,74,2,3.0,0,1.0
2020,722008,412-1076,1,33,140,1,1,283.35,11.5,32.11,100,5,4.0,4,0.0
2020,722069,349-1943,0,33,112,0,1,272.7,9.2,30.91,141,4,3.0,2,0.0
2020,722348,408-4865,0,23,56,0,0,182.4,8.9,20.67,95,2,3.0,1,0.0
2020,722447,414-4741,0,38,155,0,1,192.75,6.8,21.85,85,6,2.0,1,0.0
2020,722719,343-5709,1,33,154,0,0,526.2,10.1,59.64,100,9,3.0,1,1.0
2020,724833,375-9999,0,39,84,1,0,449.1,6.6,50.9,89,7,2.0,2,0.0
2020,725184,409-4734,0,34,167,0,0,197.4,11.1,22.37,97,4,3.0,4,1.0
2020,725229,363-4005,0,43,166,0,0,305.1,9.2,34.58,124,5,3.0,2,0.0
2020,725757,396-2187,0,67,88,0,1,285.9,9.8,32.4,116,1,3.0,2,0.0
2020,725793,357-9136,0,33,28,0,0,182.55,8.3,20.69,122,2,3.0,6,1.0
2020,726166,370-2957,0,39,87,0,1,321.0,10.6,36.38,82,5,3.0,0,0.0
2020,727213,354-9062,1,32,107,0,0,318.15,7.7,36.06,111,2,3.0,3,0.0
2020,727703,408-3610,0,43,77,0,1,314.55,7.1,35.65,111,3,2.0,2,0.0
2020,727776,338-4065,0,23,73,0,0,275.1,7.5,31.18,100,3,3.0,4,0.0
2020,728182,388-8722,0,62,89,0,0,269.55,7.6,30.55,120,3,3.0,1,0.0
2020,728469,334-6605,0,48,85,0,0,264.6,11.5,29.99,50,1,4.0,1,0.0
2020,728686,352-2998,1,34,134,0,0,267.0,11.7,30.26,105,4,4.0,1,0.0
2020,730056,384-1621,0,29,90,0,0,392.7,9.6,44.51,91,5,3.0,1,0.0
2020,730058,352-8508,1,28,106,0,0,221.85,8.8,25.14,80,5,3.0,2,0.0
2020,730118,361-9923,1,31,101,0,0,275.85,10.8,31.26,145,11,3.0,1,0.0
2020,730627,371-9482,0,31,109,0,0,325.5,8.2,36.89,106,4,3.0,1,0.0
2020,731038,359-3618,0,35,167,1,0,328.65,10.1,37.25,101,4,3.0,2,0.0
2020,731114,408-6676,0,33,60,0,0,331.65,7.4,37.59,90,3,2.0,1,0.0
2020,731938,377-8608,1,26,78,0,0,252.45,12.5,28.61,136,1,4.0,1,0.0
2020,732254,412-4185,1,39,76,0,1,321.9,8.1,36.48,140,2,3.0,1,0.0
2020,732329,342-5062,0,48,107,0,1,302.7,11.9,34.31,133,8,4.0,1,0.0
2020,733395,329-2786,1,35,161,1,0,291.3,12.9,33.01,129,1,4.0,1,1.0
2020,733748,357-6039,0,41,55,0,0,428.55,14.8,48.57,140,7,4.0,0,1.0
2020,735589,361-6563,0,61,224,1,0,257.25,5.0,29.16,102,2,2.0,1,1.0
2020,736248,357-2735,0,48,87,0,0,252.3,12.9,28.59,99,3,4.0,1,0.0
2020,736440,352-6068,1,69,174,0,1,251.7,14.5,28.53,132,4,4.0,4,1.0
2020,736655,407-2081,1,22,143,0,1,279.9,11.6,31.72,138,5,4.0,1,0.0
2020,736877,387-3332,1,28,160,0,0,250.2,9.3,28.36,77,1,3.0,1,0.0
2020,737117,413-9055,0,36,38,0,0,223.5,13.9,25.33,93,11,4.0,0,0.0
2020,737551,328-3266,0,34,97,0,0,359.7,8.7,40.77,81,5,3.0,2,0.0
2020,737808,413-7655,0,46,101,0,0,0.0,7.2,0.0,95,4,2.0,1,0.0
2020,737921,335-9726,0,31,61,0,1,245.55,9.9,27.83,118,3,3.0,3,0.0
2020,738488,397-6109,1,25,55,0,0,263.4,9.3,29.85,55,4,3.0,0,0.0
2020,739089,378-9090,0,32,84,0,1,134.55,10.7,15.25,114,2,3.0,1,0.0
2020,739145,419-9097,1,21,140,0,0,347.85,14.3,39.42,98,6,4.0,3,0.0
2020,739539,366-6248,0,25,73,0,0,362.55,11.1,41.09,122,2,3.0,2,0.0
2020,739569,341-1594,0,38,89,0,0,288.15,6.1,32.66,138,3,2.0,0,0.0
2020,740552,383-5109,0,48,88,0,1,120.45,12.8,13.65,123,3,4.0,2,0.0
2020,741645,408-4195,0,28,130,0,0,231.3,9.2,26.21,117,5,3.0,2,0.0
2020,741814,360-7477,1,34,116,0,0,246.9,8.0,27.98,109,3,3.0,0,0.0
2020,741901,328-9869,1,68,194,0,0,243.45,10.9,27.59,81,2,3.0,0,0.0
2020,742045,370-3450,1,41,73,0,0,240.15,13.0,27.22,72,4,4.0,0,0.0
2020,742130,397-5060,1,30,65,0,0,175.2,14.1,19.86,150,2,4.0,1,0.0
2020,742339,408-2621,1,24,48,0,0,282.6,13.2,32.03,71,2,4.0,1,0.0
2020,742342,391-2022,1,38,85,0,1,216.9,10.9,24.58,148,3,3.0,1,0.0
2020,742373,345-6043,1,79,82,0,0,310.5,9.1,35.19,108,8,3.0,3,0.0
2020,743220,366-6991,0,47,120,0,0,267.6,9.3,30.33,93,9,3.0,1,0.0
2020,743376,359-1441,1,26,96,0,0,269.25,6.6,30.52,133,2,2.0,1,0.0
2020,743625,368-3808,0,47,69,0,0,291.3,9.7,33.01,80,3,3.0,2,0.0
2020,744643,414-6638,0,31,64,0,0,291.3,5.5,33.01,114,2,2.0,2,0.0
2020,744749,334-1872,1,42,112,0,0,289.95,9.1,32.86,115,3,3.0,4,0.0
2020,745179,417-7736,0,38,124,0,1,241.8,8.9,27.4,87,4,3.0,1,0.0
2020,745442,349-7362,1,25,102,0,0,406.65,10.3,46.09,105,5,3.0,1,0.0
2020,745510,356-2093,0,37,80,0,1,354.9,9.5,40.22,102,10,3.0,2,0.0
2020,746541,339-3049,1,53,144,0,1,284.7,6.5,32.27,106,2,2.0,2,1.0
2020,746655,384-2632,1,30,129,0,0,310.5,13.4,35.19,112,5,4.0,3,0.0
2020,747528,368-8835,0,44,36,0,0,267.9,10.9,30.36,119,5,3.0,1,0.0
2020,747860,358-8729,1,41,147,0,0,307.95,7.8,34.9,84,4,3.0,1,0.0
2020,749598,417-8617,0,61,140,0,0,292.2,13.9,33.12,93,4,4.0,0,0.0
2020,749771,386-5303,1,26,151,0,0,262.95,11.8,29.8,88,5,4.0,0,0.0
2020,750401,394-7447,1,48,63,0,0,417.0,13.1,47.26,118,4,4.0,4,1.0
2020,751164,329-3458,1,37,118,0,1,137.25,12.7,15.56,99,8,4.0,2,0.0
2020,751221,373-6379,0,51,110,0,0,82.95,10.2,9.4,108,5,3.0,1,0.0
2020,751287,374-1213,0,29,225,0,0,274.05,8.8,31.06,103,2,3.0,1,0.0
2020,751652,396-6775,0,57,124,0,0,251.1,10.3,28.46,115,5,3.0,0,0.0
2020,751882,370-5527,1,36,23,0,0,482.4,11.3,54.67,158,3,4.0,2,1.0
2020,752074,403-8904,1,40,141,0,1,224.55,7.6,25.45,115,2,3.0,3,0.0
2020,752949,406-9926,0,31,64,1,0,337.95,17.3,38.3,132,9,5.0,1,1.0
2020,753562,397-6789,0,48,69,1,1,407.25,8.2,46.16,85,2,3.0,1,1.0
2020,753724,386-1418,1,29,53,0,0,277.2,18.4,31.42,116,3,5.0,2,0.0
2020,754109,357-1085,0,42,46,0,0,209.1,13.6,23.7,77,6,4.0,1,0.0
2020,754733,390-1612,0,30,119,0,1,213.9,12.0,24.24,102,2,4.0,3,0.0
2020,754912,405-3097,0,41,65,0,0,368.55,4.2,41.77,117,5,2.0,4,1.0
2020,755585,355-9508,0,29,137,0,0,309.6,8.8,35.09,84,5,3.0,2,0.0
2020,755726,395-7435,1,36,86,1,0,399.15,10.3,45.24,103,4,3.0,1,0.0
2020,755781,335-3880,1,31,93,0,0,171.45,10.9,19.43,88,9,3.0,0,0.0
2020,756621,393-3194,1,37,133,0,0,341.1,4.7,38.66,99,7,2.0,0,0.0
2020,757682,345-8237,1,48,127,0,1,274.8,11.2,31.14,71,8,4.0,1,0.0
2020,758187,348-9828,0,49,129,0,0,252.6,11.8,28.63,100,7,4.0,1,0.0
2020,758748,418-9036,1,45,161,0,0,287.85,13.4,32.62,107,4,4.0,4,1.0
2020,759038,354-3783,1,31,135,0,0,227.55,10.5,25.79,100,6,3.0,0,0.0
2020,760084,335-8146,0,42,128,0,0,238.2,7.6,27.0,77,7,3.0,1,0.0
2020,760100,367-9495,1,55,94,0,0,291.15,15.3,33.0,115,4,5.0,1,0.0
2020,760235,404-1931,0,36,76,0,0,215.55,5.8,24.43,95,6,2.0,1,0.0
2020,760439,343-7734,0,35,118,1,0,240.0,9.9,27.2,99,3,3.0,2,0.0
2020,760457,375-8761,0,38,101,0,1,329.55,9.5,37.35,113,2,3.0,2,0.0
2020,760477,364-9904,0,37,52,0,0,232.5,7.0,26.35,84,4,2.0,4,1.0
2020,760660,333-3531,1,39,160,0,0,264.3,9.2,29.95,95,4,3.0,1,0.0
2020,760942,365-5039,0,38,86,0,0,249.3,5.4,28.25,97,7,2.0,1,0.0
2020,761003,363-1208,0,25,85,0,0,382.95,3.7,43.4,78,5,1.0,3,0.0
2020,761904,358-1922,1,38,124,0,0,377.25,11.1,42.76,71,6,3.0,3,0.0
2020,762697,333-8822,0,39,64,0,1,315.0,5.9,35.7,94,4,2.0,8,0.0
2020,763835,412-2947,1,33,135,0,0,328.2,10.3,37.2,80,3,3.0,4,0.0
2020,763903,352-5697,0,32,10,0,0,333.3,12.9,37.77,80,4,4.0,1,0.0
2020,763919,409-7034,1,43,71,0,0,365.55,11.3,41.43,129,2,4.0,0,0.0
2020,764689,334-4438,0,37,90,0,0,56.7,14.2,6.43,111,5,4.0,3,0.0
2020,765292,349-4762,1,36,68,0,1,359.25,9.9,40.72,70,6,3.0,0,0.0
2020,765419,389-8096,0,44,65,0,0,158.55,6.6,17.97,105,12,2.0,2,0.0
2020,765425,331-5138,1,40,22,0,0,165.45,9.5,18.75,96,5,3.0,0,0.0
2020,765443,385-4715,1,23,113,0,0,323.4,13.5,36.65,115,3,4.0,1,0.0
2020,765738,352-4418,1,26,113,0,0,359.55,8.7,40.75,88,3,3.0,2,1.0
2020,765991,418-8850,1,54,116,0,0,219.6,7.8,24.89,102,5,3.0,1,0.0
2020,766807,343-2605,1,38,96,0,1,259.05,9.8,29.36,70,3,3.0,1,0.0
2020,766932,422-4956,0,61,53,0,1,220.2,7.2,24.96,130,7,2.0,0,0.0
2020,766986,420-3346,0,29,104,0,0,251.4,11.7,28.49,94,2,4.0,4,0.0
2020,767482,361-1315,0,38,190,0,1,175.05,9.9,19.84,103,3,3.0,1,0.0
2020,767550,392-6420,0,33,106,0,0,254.1,10.7,28.8,79,4,3.0,1,0.0
2020,767672,417-3999,1,38,119,1,1,220.8,7.7,25.02,120,2,3.0,0,1.0
2020,768269,408-5916,0,30,78,0,0,130.5,11.0,14.79,120,5,3.0,0,0.0
2020,768472,328-2478,0,68,116,0,0,343.95,8.8,38.98,91,3,3.0,2,0.0
2020,769336,413-3412,0,39,179,1,1,330.15,10.1,37.42,85,4,3.0,4,0.0
2020,769845,329-4391,1,48,193,0,0,256.35,11.6,29.05,89,3,4.0,1,0.0
2020,769919,369-8871,0,30,65,0,0,288.0,5.5,32.64,102,4,2.0,2,0.0
2020,771506,409-3520,1,42,19,0,1,234.9,11.3,26.62,135,1,4.0,1,0.0
2020,771997,401-6162,1,42,3,0,1,177.15,11.9,20.08,89,6,4.0,2,0.0
2020,772020,357-3817,1,36,57,0,1,319.5,9.5,36.21,115,3,3.0,0,0.0
2020,772035,395-8330,1,39,107,0,1,372.9,12.0,42.26,83,1,4.0,1,0.0
2020,772084,352-8249,0,57,151,0,1,294.75,13.4,33.41,124,5,4.0,0,0.0
2020,772839,408-3269,0,51,48,0,0,412.8,7.9,46.78,110,2,3.0,1,0.0
2020,774604,421-2955,1,33,74,0,0,258.15,11.6,29.26,105,6,4.0,1,0.0
2020,774732,419-1863,0,31,171,0,0,405.75,9.6,45.99,111,5,3.0,1,1.0
2020,774923,411-7110,1,22,107,0,0,345.6,8.5,39.17,88,3,3.0,1,0.0
2020,775564,406-4560,1,43,113,1,0,306.45,9.2,34.73,97,7,3.0,1,0.0
2020,775830,355-7293,1,53,90,1,0,332.7,8.4,37.71,154,4,3.0,1,0.0
